ID,SG0p,SG0m,SG1p,SG1m,SG2p,SG2m,SG3p,SG3m,SG4p,SG4m,SG5p,SG5m,SG6p,SG6m,SG7p,SG7m,SG8p,SG8m
0,642,0,151,0,885,0,72,61,505,0,821,0,0,165,46,0,0,4880
2,63,0,0,50,258,0,0,1147,0,0,481,0,72,0,0,0,0,2597
4,0,0,0,0,25,886,0,73,0,382,0,318,0,0,0,150,0,2459
6,33,0,268,0,0,1221,842,0,479,0,0,327,0,977,40,0,0,2384
8,258,0,0,256,0,377,0,1467,88,279,0,0,0,0,0,336,0,2762
0,1060,0,219,0,1997,0,146,0,970,0,1531,0,0,759,479,0,0,8264
2,260,0,0,0,294,0,0,385,0,0,357,0,165,0,0,0,0,5038
4,0,0,0,0,0,2548,0,829,0,1361,0,1732,0,0,0,412,0,6443
6,624,0,973,0,0,1556,2894,0,775,0,0,831,0,2703,568,0,0,7222
8,0,181,0,330,113,0,0,1426,0,68,0,0,0,0,0,221,0,8004
0,834,0,168,0,1586,0,156,0,896,0,1246,0,0,596,410,0,0,7501
2,386,0,0,172,298,0,0,1370,0,0,486,0,349,0,0,0,0,7595
4,58,0,0,0,0,1703,0,579,0,568,0,1065,226,0,0,180,0,8264
6,380,0,395,0,0,1115,1274,0,258,0,0,817,0,1555,360,0,0,9446
8,135,0,0,0,0,408,0,382,0,0,0,60,0,0,0,0,0,8042
0,1432,0,263,0,1768,0,139,54,1083,0,1791,0,0,405,639,0,0,9335
2,327,61,0,250,89,0,0,1759,0,490,0,0,972,0,0,0,0,8487
4,138,0,0,0,0,1660,0,896,118,932,0,773,0,0,0,298,0,9250
6,568,0,496,0,0,1284,1472,0,400,0,0,255,0,725,483,0,0,9136
8,198,0,0,0,0,0,0,582,109,108,192,0,0,0,0,0,0,10697
0,1179,0,315,0,1820,0,185,0,989,0,1543,0,0,419,767,0,0,10345
2,620,46,0,0,704,0,0,753,20,0,343,0,180,0,0,0,0,8435
4,0,0,0,0,0,2059,0,371,0,804,0,1261,0,0,0,302,0,9260
6,912,0,542,0,0,1566,1834,0,411,0,0,707,0,684,214,0,0,9782
8,56,0,0,0,0,105,0,220,0,0,0,0,20,0,0,0,0,10182
0,1131,0,319,0,1939,0,0,0,1390,0,1475,0,0,56,677,0,0,11328
2,296,123,0,0,977,0,0,1102,0,0,838,0,526,0,0,0,0,10565
4,100,0,0,0,0,979,0,806,84,1336,0,739,0,0,0,341,0,11447
6,450,0,356,0,0,2199,1154,0,232,42,0,1335,0,1666,0,0,0,11024
8,99,100,0,0,0,140,0,587,0,339,0,0,87,0,0,82,0,14106
0,745,0,60,0,1897,0,0,687,528,0,1523,0,0,0,288,0,0,13349
2,493,0,0,182,196,0,0,786,0,0,115,0,433,0,0,0,0,11475
4,67,85,0,0,0,1332,0,1419,0,1078,0,1044,96,0,0,375,0,12486
6,439,0,363,0,0,1722,1300,0,129,195,0,1469,0,1602,123,0,0,14581
8,168,0,0,127,0,136,0,990,0,302,0,0,186,0,0,87,0,12906
0,924,0,0,0,1608,0,0,579,651,0,1278,0,0,0,437,0,0,15150
2,343,0,0,0,198,0,0,840,0,0,112,0,724,0,0,0,0,10755
4,72,0,0,0,27,1992,0,658,0,754,0,1828,232,0,0,200,0,13059
6,939,0,487,0,0,1741,2275,0,198,0,0,1342,0,1894,299,0,0,12690
8,132,0,0,100,0,0,0,359,114,225,112,0,144,0,67,0,0,12225
0,664,0,243,0,1743,0,0,0,1552,0,1497,0,0,125,459,0,0,13039
2,228,0,0,134,469,0,57,1129,0,0,585,0,90,0,0,0,0,12372
4,0,191,0,0,0,845,0,1054,0,1407,0,947,30,0,0,450,0,12763
6,806,0,375,0,0,1303,1447,0,139,396,0,913,0,1487,119,0,0,12511
8,0,0,0,120,0,477,0,458,0,346,0,441,0,0,0,256,0,12627
